"date","finishTime","totalGameTime","trialNo","numberOfWallsHit","name","visual","timeSpentOnGravel","startTime","timeSpentFrozen","successfullyFinished"
"06.02.2022","17:25:36","68.2509994506836","2","1","Participant_11","True","0","17:24:28","2.015000104904175","True"
