"date","finishTime","totalGameTime","trialNo","numberOfWallsHit","name","visual","timeSpentOnGravel","startTime","timeSpentFrozen","successfullyFinished"
"06.02.2022","17:33:32","88.4739990234375","1","11","Participant_11","False","0","17:32:04","22.06599998474121","True"
